date,id,store_nbr,sales,onpromotion
2013-02-27,102464.5,27.5,161.84175023512904,0.0
2013-02-28,104246.5,27.5,156.0697485342312,0.0
2013-03-01,106028.5,27.5,212.62523292031426,0.0
2013-03-02,107810.5,27.5,307.43950912345673,0.0
2013-03-03,109592.5,27.5,314.1529629781145,0.0
2013-03-04,111374.5,27.5,215.29050454377105,0.0
2013-03-05,113156.5,27.5,186.41413759203144,0.0
2013-03-06,114938.5,27.5,188.39875475196408,0.0
2013-03-07,116720.5,27.5,164.4778490516274,0.0
2013-03-08,118502.5,27.5,177.6659259074074,0.0
2013-03-09,120284.5,27.5,254.35437534567902,0.0
2013-03-10,122066.5,27.5,259.1805590084175,0.0
2013-03-11,123848.5,27.5,178.6639354775533,0.0
2013-03-12,125630.5,27.5,152.53837149831648,0.0
2013-03-13,127412.5,27.5,161.54302130864198,0.0
2013-03-14,129194.5,27.5,138.9121324893378,0.0
2013-03-15,130976.5,27.5,177.26043221829406,0.0
2013-03-16,132758.5,27.5,270.61359930471383,0.0
2013-03-17,134540.5,27.5,288.1254685258137,0.0
2013-03-18,136322.5,27.5,185.34444614478116,0.0
2013-03-19,138104.5,27.5,164.9945263170595,0.0
2013-03-20,139886.5,27.5,180.25084564870932,0.0
2013-03-21,141668.5,27.5,151.02700782996635,0.0
2013-03-22,143450.5,27.5,170.65120873681258,0.0
2013-03-23,145232.5,27.5,254.31650004826037,0.0
2013-03-24,147014.5,27.5,252.41000951234568,0.0
2013-03-25,148796.5,27.5,178.20404599242426,0.0
2013-03-26,150578.5,27.5,154.78015482603817,0.0
2013-03-27,152360.5,27.5,176.03319247923682,0.0
2013-03-28,154142.5,27.5,190.40026319977554,0.0
2013-03-29,155924.5,27.5,193.89064646464647,0.0
2013-03-30,157706.5,27.5,254.01871831425365,0.0
2013-03-31,159488.5,27.5,259.31966327497196,0.0
2013-04-01,161270.5,27.5,240.63773732435465,0.0
2013-04-02,163052.5,27.5,211.97128392873174,0.0
2013-04-03,164834.5,27.5,209.72563180656567,0.0
2013-04-04,166616.5,27.5,173.25386417676768,0.0
2013-04-05,168398.5,27.5,188.77372729012347,0.0
2013-04-06,170180.5,27.5,285.87217397474745,0.0
2013-04-07,171962.5,27.5,291.2729387676768,0.0
2013-04-08,173744.5,27.5,194.5285162418631,0.0
2013-04-09,175526.5,27.5,171.9056127731201,0.0
2013-04-10,177308.5,27.5,175.55913296352415,0.0
2013-04-11,179090.5,27.5,170.15904209315377,0.0
2013-04-12,180872.5,27.5,176.42815209595958,0.0
2013-04-13,182654.5,27.5,254.45706905050505,0.0
2013-04-14,184436.5,27.5,268.472025147587,0.0
2013-04-15,186218.5,27.5,190.0743311195286,0.0
2013-04-16,188000.5,27.5,187.11104379854098,0.0
2013-04-17,189782.5,27.5,187.98570086531987,0.0
2013-04-18,191564.5,27.5,158.20679570763187,0.0
2013-04-19,193346.5,27.5,174.8533697755331,0.0
2013-04-20,195128.5,27.5,258.07229968742985,0.0
2013-04-21,196910.5,27.5,272.5707250768799,0.0
2013-04-22,198692.5,27.5,184.560225020202,0.0
2013-04-23,200474.5,27.5,169.52740344753087,0.0
2013-04-24,202256.5,27.5,174.27339221380473,0.0
2013-04-25,204038.5,27.5,150.83648652974185,0.0
2013-04-26,205820.5,27.5,170.8269118698092,0.0
2013-04-27,207602.5,27.5,250.65394943602695,0.0
2013-04-28,209384.5,27.5,268.0266402526936,0.0
2013-04-29,211166.5,27.5,184.50946914590347,0.0
2013-04-30,212948.5,27.5,174.06647973849607,0.0
2013-05-01,214730.5,27.5,285.0587187929293,0.0
2013-05-02,216512.5,27.5,195.68432102300784,0.0
2013-05-03,218294.5,27.5,210.0399837442761,0.0
2013-05-04,220076.5,27.5,291.9974837065095,0.0
2013-05-05,221858.5,27.5,325.6276941531986,0.0
2013-05-06,223640.5,27.5,207.55857634455666,0.0
2013-05-07,225422.5,27.5,178.05441310213243,0.0
2013-05-08,227204.5,27.5,186.57542703030305,0.0
2013-05-09,228986.5,27.5,171.6431296422559,0.0
2013-05-10,230768.5,27.5,188.5170830241302,0.0
2013-05-11,232550.5,27.5,287.36845178451176,0.0
2013-05-12,234332.5,27.5,217.6546043852413,0.0
2013-05-13,236114.5,27.5,196.74414246352413,0.0
2013-05-14,237896.5,27.5,173.10286931481482,0.0
2013-05-15,239678.5,27.5,184.68774415319865,0.0
2013-05-16,241460.5,27.5,172.59087931369245,0.0
2013-05-17,243242.5,27.5,185.18756565544334,0.0
2013-05-18,245024.5,27.5,269.9043540639731,0.0
2013-05-19,246806.5,27.5,290.77079349551065,0.0
2013-05-20,248588.5,27.5,191.7997839455668,0.0
2013-05-21,250370.5,27.5,172.37845115151515,0.0
2013-05-22,252152.5,27.5,169.35212295594837,0.0
2013-05-23,253934.5,27.5,162.32382605274972,0.0
2013-05-24,255716.5,27.5,223.56298652188553,0.0
2013-05-25,257498.5,27.5,234.5286992104377,0.0
2013-05-26,259280.5,27.5,252.87957355106622,0.0
2013-05-27,261062.5,27.5,180.48868177525253,0.0
2013-05-28,262844.5,27.5,172.46305727076322,0.0
2013-05-29,264626.5,27.5,173.58775583557798,0.0
2013-05-30,266408.5,27.5,170.78835574579122,0.0
2013-05-31,268190.5,27.5,185.32987765151515,0.0
2013-06-01,269972.5,27.5,318.1267199708193,0.0
2013-06-02,271754.5,27.5,357.85549660942763,0.0
2013-06-03,273536.5,27.5,239.24360156846242,0.0
2013-06-04,275318.5,27.5,207.46641980078562,0.0
2013-06-05,277100.5,27.5,203.02529793209877,0.0
2013-06-06,278882.5,27.5,178.16877996127945,0.0
2013-06-07,280664.5,27.5,200.71441525084174,0.0
2013-06-08,282446.5,27.5,261.66818131088667,0.0
2013-06-09,284228.5,27.5,295.6255500875421,0.0
2013-06-10,286010.5,27.5,196.2706464523008,0.0
2013-06-11,287792.5,27.5,159.2919281663861,0.0
2013-06-12,289574.5,27.5,179.67091919118968,0.0
2013-06-13,291356.5,27.5,158.74686871223344,0.0
2013-06-14,293138.5,27.5,183.47740858989897,0.0
2013-06-15,294920.5,27.5,283.92293314820427,0.0
2013-06-16,296702.5,27.5,244.6094741195286,0.0
2013-06-17,298484.5,27.5,208.16176825140292,0.0
2013-06-18,300266.5,27.5,180.07033665628506,0.0
2013-06-19,302048.5,27.5,179.14436474579125,0.0
2013-06-20,303830.5,27.5,164.914671164422,0.0
2013-06-21,305612.5,27.5,179.41789395426488,0.0
2013-06-22,307394.5,27.5,250.47548378002244,0.0
2013-06-23,309176.5,27.5,283.369722301908,0.0
2013-06-24,310958.5,27.5,188.90682605965208,0.0
2013-06-25,312740.5,27.5,171.22308084399552,0.0
2013-06-26,314522.5,27.5,169.3867839301908,0.0
2013-06-27,316304.5,27.5,149.56535295510662,0.0
2013-06-28,318086.5,27.5,181.93657228002246,0.0
2013-06-29,319868.5,27.5,285.84686203479237,0.0
2013-06-30,321650.5,27.5,299.37244277609426,0.0
2013-07-01,323432.5,27.5,247.9003300204826,0.0
2013-07-02,325214.5,27.5,219.3930325925926,0.0
2013-07-03,326996.5,27.5,210.18626147530867,0.0
2013-07-04,328778.5,27.5,183.51300731088662,0.0
2013-07-05,330560.5,27.5,197.19500565319865,0.0
2013-07-06,332342.5,27.5,269.0878192615039,0.0
2013-07-07,334124.5,27.5,280.92372226599326,0.0
2013-07-08,335906.5,27.5,205.08024411728397,0.0
2013-07-09,337688.5,27.5,178.04665824876545,0.0
2013-07-10,339470.5,27.5,176.28220318237936,0.0
2013-07-11,341252.5,27.5,158.10938890179574,0.0
2013-07-12,343034.5,27.5,173.28082947979797,0.0
2013-07-13,344816.5,27.5,242.74360393967453,0.0
2013-07-14,346598.5,27.5,246.19664301739618,0.0
2013-07-15,348380.5,27.5,195.73683891616162,0.0
2013-07-16,350162.5,27.5,188.2807121245791,0.0
2013-07-17,351944.5,27.5,181.99428620959594,0.0
2013-07-18,353726.5,27.5,161.09701119652075,0.0
2013-07-19,355508.5,27.5,175.83196130695848,0.0
2013-07-20,357290.5,27.5,244.38705444051627,0.0
2013-07-21,359072.5,27.5,245.7646599601571,0.0
2013-07-22,360854.5,27.5,192.36941585297416,0.0
2013-07-23,362636.5,27.5,177.47332385353533,0.0
2013-07-24,364418.5,27.5,173.53748035886642,0.0
2013-07-25,366200.5,27.5,167.26948648973064,0.0
2013-07-26,367982.5,27.5,178.86963688047138,0.0
2013-07-27,369764.5,27.5,237.87345791313132,0.0
2013-07-28,371546.5,27.5,243.18667344966332,0.0
2013-07-29,373328.5,27.5,186.0231678184624,0.0
2013-07-30,375110.5,27.5,178.7620594455668,0.0
2013-07-31,376892.5,27.5,200.8883159438833,0.0
2013-08-01,378674.5,27.5,223.09501576997755,0.0
2013-08-02,380456.5,27.5,221.005117849046,0.0
2013-08-03,382238.5,27.5,290.0992401868687,0.0
2013-08-04,384020.5,27.5,288.5899416049383,0.0
2013-08-05,385802.5,27.5,228.41403532323233,0.0
2013-08-06,387584.5,27.5,200.4847666026936,0.0
2013-08-07,389366.5,27.5,197.1392435482604,0.0
2013-08-08,391148.5,27.5,174.4966464262065,0.0
2013-08-09,392930.5,27.5,189.406098691358,0.0
2013-08-10,394712.5,27.5,243.65036144219977,0.0
2013-08-11,396494.5,27.5,243.95079854169472,0.0
2013-08-12,398276.5,27.5,196.14995736980921,0.0
2013-08-13,400058.5,27.5,177.94799722839505,0.0
2013-08-14,401840.5,27.5,182.02995897474747,0.0
2013-08-15,403622.5,27.5,174.54723507856343,0.0
2013-08-16,405404.5,27.5,204.53834000218853,0.0
2013-08-17,407186.5,27.5,251.87166718108867,0.0
2013-08-18,408968.5,27.5,260.4117693981481,0.0
2013-08-19,410750.5,27.5,203.19053140291805,0.0
2013-08-20,412532.5,27.5,192.5062368013468,0.0
2013-08-21,414314.5,27.5,188.39766775084175,0.0
2013-08-22,416096.5,27.5,171.98275026936028,0.0
2013-08-23,417878.5,27.5,186.25497704713806,0.0
2013-08-24,419660.5,27.5,236.01355499102132,0.0
2013-08-25,421442.5,27.5,248.98658459820425,0.0
2013-08-26,423224.5,27.5,194.8146133638047,0.0
2013-08-27,425006.5,27.5,179.39855163776656,0.0
2013-08-28,426788.5,27.5,179.19307575364758,0.0
2013-08-29,428570.5,27.5,165.2742345359147,0.0
2013-08-30,430352.5,27.5,199.17672892648707,0.0
2013-08-31,432134.5,27.5,293.8447705420314,0.0
2013-09-01,433916.5,27.5,359.37498421717174,0.0
2013-09-02,435698.5,27.5,257.4595740549944,0.0
2013-09-03,437480.5,27.5,223.1652188731762,0.0
2013-09-04,439262.5,27.5,220.29488547138047,0.0
2013-09-05,441044.5,27.5,185.53466838552188,0.0
2013-09-06,442826.5,27.5,188.23919636868686,0.0
2013-09-07,444608.5,27.5,291.0124842873176,0.0
2013-09-08,446390.5,27.5,314.73176492199775,0.0
2013-09-09,448172.5,27.5,211.64517789152637,0.0
2013-09-10,449954.5,27.5,172.8812939520202,0.0
2013-09-11,451736.5,27.5,181.32694660493829,0.0
2013-09-12,453518.5,27.5,158.72936640684625,0.0
2013-09-13,455300.5,27.5,179.32488329349047,0.0
2013-09-14,457082.5,27.5,267.3198681234568,0.0
2013-09-15,458864.5,27.5,299.0196178681257,0.0
2013-09-16,460646.5,27.5,209.444355150954,0.0
2013-09-17,462428.5,27.5,183.6604657497194,0.0
2013-09-18,464210.5,27.5,177.1536020909091,0.0
2013-09-19,465992.5,27.5,156.8913423164983,0.0
2013-09-20,467774.5,27.5,186.22160716616162,0.0
2013-09-21,469556.5,27.5,262.7937042065096,0.0
2013-09-22,471338.5,27.5,281.74450162777777,0.0
2013-09-23,473120.5,27.5,199.79968238198654,0.0
2013-09-24,474902.5,27.5,170.22075921773288,0.0
2013-09-25,476684.5,27.5,175.35920594612796,0.0
2013-09-26,478466.5,27.5,153.2311334785634,0.0
2013-09-27,480248.5,27.5,179.71188216835014,0.0
2013-09-28,482030.5,27.5,272.1120589271044,0.0
2013-09-29,483812.5,27.5,293.4166340886644,0.0
2013-09-30,485594.5,27.5,205.9867845198092,0.0
2013-10-01,487376.5,27.5,244.9164052053872,0.0
2013-10-02,489158.5,27.5,232.57893099747477,0.0
2013-10-03,490940.5,27.5,195.8099029349046,0.0
2013-10-04,492722.5,27.5,212.18292820370368,0.0
2013-10-05,494504.5,27.5,303.118195879349,0.0
2013-10-06,496286.5,27.5,310.3431111200898,0.0
2013-10-07,498068.5,27.5,209.5326088905724,0.0
2013-10-08,499850.5,27.5,183.34832997312012,0.0
2013-10-09,501632.5,27.5,180.99293993097643,0.0
2013-10-10,503414.5,27.5,171.18243437575757,0.0
2013-10-11,505196.5,27.5,226.10204771492707,0.0
2013-10-12,506978.5,27.5,239.2703091997194,0.0
2013-10-13,508760.5,27.5,270.3598518342312,0.0
2013-10-14,510542.5,27.5,192.30904657373736,0.0
2013-10-15,512324.5,27.5,171.29212681593717,0.0
2013-10-16,514106.5,27.5,199.60547920482605,0.0
2013-10-17,515888.5,27.5,175.616954523569,0.0
2013-10-18,517670.5,27.5,181.4410062328844,0.0
2013-10-19,519452.5,27.5,273.9874130196409,0.0
2013-10-20,521234.5,27.5,301.74719924147024,0.0
2013-10-21,523016.5,27.5,195.6909809040404,0.0
2013-10-22,524798.5,27.5,169.27148433378227,0.0
2013-10-23,526580.5,27.5,181.31600223344557,0.0
2013-10-24,528362.5,27.5,154.9153086433782,0.0
2013-10-25,530144.5,27.5,178.2101156194164,0.0
2013-10-26,531926.5,27.5,254.15396403703704,0.0
2013-10-27,533708.5,27.5,287.81789173338944,0.0
2013-10-28,535490.5,27.5,194.69243207631874,0.0
2013-10-29,537272.5,27.5,169.65936980157127,0.0
2013-10-30,539054.5,27.5,179.28995793338945,0.0
2013-10-31,540836.5,27.5,167.33750454882156,0.0
2013-11-01,542618.5,27.5,226.50798706790124,0.0
2013-11-02,544400.5,27.5,303.3757323439955,0.0
2013-11-03,546182.5,27.5,338.2696722946128,0.0
2013-11-04,547964.5,27.5,238.11120485185185,0.0
2013-11-05,549746.5,27.5,220.71951902861954,0.0
2013-11-06,551528.5,27.5,216.85015646436588,0.0
2013-11-07,553310.5,27.5,194.32847365190796,0.0
2013-11-08,555092.5,27.5,201.16384851234568,0.0
2013-11-09,556874.5,27.5,288.35596131874297,0.0
2013-11-10,558656.5,27.5,329.77917521829403,0.0
2013-11-11,560438.5,27.5,209.92586423512907,0.0
2013-11-12,562220.5,27.5,209.47123907631874,0.0
2013-11-13,564002.5,27.5,186.46422945291806,0.0
2013-11-14,565784.5,27.5,159.68990065695849,0.0
2013-11-15,567566.5,27.5,196.06245569696972,0.0
2013-11-16,569348.5,27.5,294.0884332859147,0.0
2013-11-17,571130.5,27.5,325.0332373310887,0.0
2013-11-18,572912.5,27.5,219.9469988771044,0.0
2013-11-19,574694.5,27.5,184.87950113546577,0.0
2013-11-20,576476.5,27.5,198.84272435185184,0.0
2013-11-21,578258.5,27.5,167.25423567059482,0.0
2013-11-22,580040.5,27.5,191.20887375869808,0.0
2013-11-23,581822.5,27.5,272.47154816891134,0.0
2013-11-24,583604.5,27.5,309.1612194758698,0.0
2013-11-25,585386.5,27.5,205.36785017407405,0.0
2013-11-26,587168.5,27.5,181.42134120314256,0.0
2013-11-27,588950.5,27.5,189.16009316835016,0.0
2013-11-28,590732.5,27.5,171.70762174354658,0.0
2013-11-29,592514.5,27.5,200.336927140853,0.0
2013-11-30,594296.5,27.5,304.1400986537598,0.0
2013-12-01,596078.5,27.5,391.81657070089784,0.0
2013-12-02,597860.5,27.5,278.0518333243547,0.0
2013-12-03,599642.5,27.5,238.1807222070707,0.0
2013-12-04,601424.5,27.5,238.01742198961838,0.0
2013-12-05,603206.5,27.5,216.83883556958475,0.0
2013-12-06,604988.5,27.5,242.79559768125702,0.0
2013-12-07,606770.5,27.5,301.4485520768799,0.0
2013-12-08,608552.5,27.5,330.4466307076319,0.0
2013-12-09,610334.5,27.5,248.20949164281706,0.0
2013-12-10,612116.5,27.5,232.55987429068463,0.0
2013-12-11,613898.5,27.5,237.3497188035915,0.0
2013-12-12,615680.5,27.5,215.6319197413019,0.0
2013-12-13,617462.5,27.5,243.91527103181818,0.0
2013-12-14,619244.5,27.5,311.39838216835017,0.0
2013-12-15,621026.5,27.5,360.27821314057235,0.0
2013-12-16,622808.5,27.5,289.59612281313133,0.0
2013-12-17,624590.5,27.5,269.6244202258698,0.0
2013-12-18,626372.5,27.5,296.00523957631873,0.0
2013-12-19,628154.5,27.5,284.77050403310886,0.0
2013-12-20,629936.5,27.5,305.3334835221661,0.0
2013-12-21,631718.5,27.5,384.7772585521885,0.0
2013-12-22,633500.5,27.5,390.73801732154885,0.0
2013-12-23,635282.5,27.5,444.9300137076319,0.0
2013-12-24,637064.5,27.5,348.29589827833894,0.0
2013-12-25,,,,
2013-12-26,638846.5,27.5,264.1589014667228,0.0
2013-12-27,640628.5,27.5,268.975851875982,0.0
2013-12-28,642410.5,27.5,312.54338158193036,0.0
2013-12-29,644192.5,27.5,280.42620927255894,0.0
2013-12-30,645974.5,27.5,356.41679901879905,0.0
2013-12-31,647756.5,27.5,284.66030474046016,0.0
2014-01-01,649538.5,27.5,4.82719719640853,0.0
2014-01-02,651320.5,27.5,449.501249181257,0.0
2014-01-03,653102.5,27.5,381.971293828844,0.0
2014-01-04,654884.5,27.5,525.6054358046576,0.0
2014-01-05,656666.5,27.5,532.89494328844,0.0
2014-01-06,658448.5,27.5,337.973380476431,0.0
2014-01-07,660230.5,27.5,316.19001058333333,0.0
2014-01-08,662012.5,27.5,357.00160127833897,0.0
2014-01-09,663794.5,27.5,278.55102885185187,0.0
2014-01-10,665576.5,27.5,304.7448535723905,0.0
2014-01-11,667358.5,27.5,441.81899866386084,0.0
2014-01-12,669140.5,27.5,473.9806952396184,0.0
2014-01-13,670922.5,27.5,311.7547783493266,0.0
2014-01-14,672704.5,27.5,282.0668374214366,0.0
2014-01-15,674486.5,27.5,318.21967961223345,0.0
2014-01-16,676268.5,27.5,282.14882952132433,0.0
2014-01-17,678050.5,27.5,304.67896501515156,0.0
2014-01-18,679832.5,27.5,441.51508973372614,0.0
2014-01-19,681614.5,27.5,477.96595628002245,0.0
2014-01-20,683396.5,27.5,323.1481828681257,0.0
2014-01-21,685178.5,27.5,302.3665588731762,0.0
2014-01-22,686960.5,27.5,310.3802451593715,0.0
2014-01-23,688742.5,27.5,258.57970811430977,0.0
2014-01-24,690524.5,27.5,295.243867708193,0.0
2014-01-25,692306.5,27.5,411.8299545751964,0.0
2014-01-26,694088.5,27.5,456.8225212469136,0.0
2014-01-27,695870.5,27.5,303.4785823294052,0.0
2014-01-28,697652.5,27.5,270.2544533097643,0.0
2014-01-29,699434.5,27.5,287.7968518080808,0.0
2014-01-30,701216.5,27.5,254.56956829590345,0.0
2014-01-31,702998.5,27.5,314.711668010101,0.0
2014-02-01,704780.5,27.5,364.12469078563413,0.0
2014-02-02,706562.5,27.5,347.8145550516274,0.0
2014-02-03,708344.5,27.5,259.0558490227273,0.0
2014-02-04,710126.5,27.5,226.25678281498315,0.0
2014-02-05,711908.5,27.5,223.98333664842872,0.0
2014-02-06,713690.5,27.5,201.5370940117845,0.0
2014-02-07,715472.5,27.5,218.55868014085297,0.0
2014-02-08,717254.5,27.5,297.4904937789001,0.0
2014-02-09,719036.5,27.5,292.22993662996635,0.0
2014-02-10,720818.5,27.5,222.57168182435464,0.0
2014-02-11,722600.5,27.5,201.11264533540967,0.0
2014-02-12,724382.5,27.5,217.59730301402917,0.0
2014-02-13,726164.5,27.5,194.93451098063974,0.0
2014-02-14,727946.5,27.5,202.69719803911335,0.0
2014-02-15,729728.5,27.5,302.4092917278339,0.0
2014-02-16,731510.5,27.5,334.06298264870935,0.0
2014-02-17,733292.5,27.5,231.21733330723904,0.0
2014-02-18,735074.5,27.5,205.0119236487093,0.0
2014-02-19,736856.5,27.5,202.11090853395064,0.0
2014-02-20,738638.5,27.5,180.9494501198092,0.0
2014-02-21,740420.5,27.5,207.29722426094276,0.0
2014-02-22,742202.5,27.5,302.02361550336695,0.0
2014-02-23,743984.5,27.5,273.7915061116723,0.0
2014-02-24,745766.5,27.5,226.83736756285072,0.0
2014-02-25,747548.5,27.5,197.20432664646464,0.0
2014-02-26,749330.5,27.5,198.43112625420875,0.0
2014-02-27,751112.5,27.5,185.37047432323232,0.0
2014-02-28,752894.5,27.5,238.84668656902355,0.0
2014-03-01,754676.5,27.5,511.4255094672839,0.0
2014-03-02,756458.5,27.5,374.5303327654321,0.0
2014-03-03,758240.5,27.5,344.54154398765434,0.0
2014-03-04,760022.5,27.5,420.27547816835016,0.0
2014-03-05,761804.5,27.5,416.2493919893378,0.0
2014-03-06,763586.5,27.5,344.6029429511785,0.0
2014-03-07,765368.5,27.5,335.71399617171716,0.0
2014-03-08,767150.5,27.5,422.75267070763186,0.0
2014-03-09,768932.5,27.5,514.0952020112234,0.0
2014-03-10,770714.5,27.5,329.6379511638608,0.0
2014-03-11,772496.5,27.5,302.6741723136925,0.0
2014-03-12,774278.5,27.5,323.050952318743,0.0
2014-03-13,776060.5,27.5,265.5993504736252,0.0
2014-03-14,777842.5,27.5,297.707775236532,0.0
2014-03-15,779624.5,27.5,410.2411839792368,0.0
2014-03-16,781406.5,27.5,521.778054305275,0.0
2014-03-17,783188.5,27.5,343.8381156666666,0.0
2014-03-18,784970.5,27.5,301.58690726711563,0.0
2014-03-19,786752.5,27.5,328.8297738597082,0.0
2014-03-20,788534.5,27.5,281.08704413075196,0.0
2014-03-21,790316.5,27.5,307.97501121436585,0.0
2014-03-22,792098.5,27.5,433.0555183905724,0.0
2014-03-23,793880.5,27.5,470.715283986532,0.0
2014-03-24,795662.5,27.5,320.8541217278339,0.0
2014-03-25,797444.5,27.5,302.9526477829966,0.0
2014-03-26,799226.5,27.5,319.6860513731762,0.0
2014-03-27,801008.5,27.5,262.9525243007856,0.0
2014-03-28,802790.5,27.5,302.4162637188552,0.0
2014-03-29,804572.5,27.5,461.466410037037,0.0
2014-03-30,806354.5,27.5,490.4370592825477,0.0
2014-03-31,808136.5,27.5,365.7690849949495,0.0
2014-04-01,809918.5,27.5,272.21093546632994,0.004489337822671156
2014-04-02,811700.5,27.5,260.3351942239057,0.002244668911335578
2014-04-03,813482.5,27.5,218.2199559023569,0.06734006734006734
2014-04-04,815264.5,27.5,237.13734291414144,0.0028058361391694723
2014-04-05,817046.5,27.5,346.62188218013466,0.003928170594837262
2014-04-06,818828.5,27.5,354.594978057239,0.003928170594837262
2014-04-07,820610.5,27.5,239.10836364635242,0.0016835016835016834
2014-04-08,822392.5,27.5,211.37108423400673,0.004489337822671156
2014-04-09,824174.5,27.5,210.61115713355778,0.002244668911335578
2014-04-10,825956.5,27.5,187.4594596663861,0.06677890011223345
2014-04-11,827738.5,27.5,213.04536808473625,0.007856341189674524
2014-04-12,829520.5,27.5,297.37369414365884,0.005611672278338945
2014-04-13,831302.5,27.5,303.13708302020206,0.008978675645342313
2014-04-14,833084.5,27.5,214.02149777384963,0.004489337822671156
2014-04-15,834866.5,27.5,204.65154601066217,0.025252525252525252
2014-04-16,836648.5,27.5,230.8401150308642,0.025252525252525252
2014-04-17,838430.5,27.5,223.04424405387206,0.255331088664422
2014-04-18,840212.5,27.5,221.31996863916947,0.020763187429854096
2014-04-19,841994.5,27.5,278.8466605701459,0.020202020202020204
2014-04-20,843776.5,27.5,291.8778889105499,0.031425364758698095
2014-04-21,845558.5,27.5,223.72468967340066,0.015712682379349047
2014-04-22,847340.5,27.5,207.941778349046,0.02749719416386083
2014-04-23,849122.5,27.5,208.88473347306396,0.03254769921436588
2014-04-24,850904.5,27.5,180.06480238945008,0.25813692480359146
2014-04-25,852686.5,27.5,200.43417981649833,0.012345679012345678
2014-04-26,854468.5,27.5,279.08795456565656,0.021885521885521887
2014-04-27,856250.5,27.5,314.53895678731766,0.029180695847362513
2014-04-28,858032.5,27.5,203.29512737457912,0.03647586980920314
2014-04-29,859814.5,27.5,183.13038610044893,0.0409652076318743
2014-04-30,861596.5,27.5,200.38157402469136,0.04826038159371493
2014-05-01,863378.5,27.5,297.63235020426487,0.3069584736251403
2014-05-02,865160.5,27.5,248.75695354208753,0.12065095398428732
2014-05-03,866942.5,27.5,342.5318456627385,0.04040404040404041
2014-05-04,868724.5,27.5,362.6065453888889,0.03254769921436588
2014-05-05,870506.5,27.5,239.95606289057238,0.037598204264870934
2014-05-06,872288.5,27.5,218.26368691694728,0.04713804713804714
2014-05-07,874070.5,27.5,219.93949716329965,0.03984287317620651
2014-05-08,875852.5,27.5,189.38479978507297,0.2648709315375982
